CAMIS,DBA,BORO,BUILDING,STREET,NEIGHBOURHOOD,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,CITY,STATUS,Restaurant Name,Area,Cuisine Type,Hygiene Score,Hygiene Rating,Inspector Comments,Is_Brand
30000083,Subway Gaddafi,Lahore,8,Canal Bank Rd,Gaddafi Stadium,54780,+92-337-3070908,Pakistani,2024-09-27,Warning Issued,Not Critical,81,B,2024-10-18,2024-09-27,Routine Inspection,31.500287,74.270044,Lahore,Active,Subway Gaddafi,Gaddafi Stadium,Pakistani,81,Good,Chilled items slightly above recommended temp.,True
30000084,Burger King Allama,Lahore,403,Ferozepur Rd,Allama Iqbal Town,54740,+92-42-5652181,BBQ,2023-02-07,No Action Needed,Not Critical,89,A,2023-02-16,2023-02-21,Routine Inspection,31.544636,74.270926,Lahore,Active,Burger King Allama,Allama Iqbal Town,BBQ,89,Excellent,Staff medicals up-to-date; maintain temperatures.,True
30000085,Papa John's,Lahore,217,College Rd,Johar Town,54782,+92-42-6178210,Pizza,2023-09-29,Warning Issued,Not Critical,81,B,2023-10-24,2023-11-05,Follow-up,31.586664,74.239901,Lahore,Active,Papa John's,Johar Town,Pizza,81,Good,Some utensils dirty; advised deep clean.,True
30000086,Hardee's Saddar,Lahore,214,Mall Rd,Saddar,54000,+92-305-5988439,Continental,2024-08-02,Warning Issued,Not Critical,81,B,2024-08-05,2024-08-10,Enforcement Raid,31.588827,74.300763,Lahore,Active,Hardee's Saddar,Saddar,Continental,81,Good,Chilled items slightly above recommended temp.,True
30000087,OPTP Ferozepur,Lahore,240,Service Rd,Ferozepur Road,54770,+92-326-8739061,Pakistani,2022-02-24,Sealed,Critical,43,D,2022-03-15,2022-03-15,Follow-up,31.566064,74.274622,Lahore,Closed,OPTP Ferozepur,Ferozepur Road,Pakistani,43,Poor,Unsafe storage and mold in refrigerated unit.,True
30000088,Monal,Lahore,279,Main Blvd,Lahore Cantt,54770,+92-325-3112852,Italian,2022-01-13,Passed,Not Critical,87,A,2022-01-27,2022-01-16,Routine Inspection,31.460939,74.365979,Lahore,Active,Monal,Lahore Cantt,Italian,87,Excellent,Kitchen hygiene satisfactory.,True
30000089,Texas Chicken,Lahore,171,Samanabad Rd,Samanabad,54760,+92-336-9077690,Fast Food,2023-11-10,Re-inspection Required,Not Critical,61,C,2023-11-28,2023-12-23,Routine Inspection,31.590315,74.303253,Lahore,Active,Texas Chicken,Samanabad,Fast Food,61,Average,No medical certificates for staff; poor hygiene.,True
30000090,McDonald's Packages,Lahore,380,DHA Main Blvd,Packages Mall,54780,+92-309-6048133,Burgers,2022-01-14,Re-inspection Required,Not Critical,69,C,2022-01-20,2022-01-21,Routine Inspection,31.450007,74.320758,Lahore,Active,McDonald's Packages,Packages Mall,Burgers,69,Average,Some utensils dirty; advised deep clean.,True
30000091,Burger King Packages,Lahore,267,DHA Main Blvd,Packages Mall,54780,+92-330-1413665,Cafe,2024-06-27,No Action Needed,Not Critical,89,A,2024-07-06,2024-07-22,Enforcement Raid,31.646539,74.364054,Lahore,Active,Burger King Packages,Packages Mall,Cafe,89,Excellent,Storage organized; recommend improved handwashing.,True
30000092,Domino's Pizza,Lahore,134,Main Blvd,Johar Town,54782,+92-339-3066894,Pizza,2024-06-04,No Action Needed,Not Critical,90,A,2024-06-08,2024-07-16,Follow-up,31.484155,74.348333,Lahore,Active,Domino's Pizza,Johar Town,Pizza,90,Excellent,Storage organized; recommend improved handwashing.,True
30000093,Texas Chicken MM,Lahore,103,Main Blvd,MM Alam Road,54660,+92-306-9270565,Fast Food,2024-01-23,Warning Issued,Not Critical,66,C,2024-02-14,2024-01-29,Enforcement Raid,31.533379,74.284967,Lahore,Active,Texas Chicken MM,MM Alam Road,Fast Food,66,Average,Storage practices need improvement.,True
30000094,Salt'n Pepper,Lahore,146,Anarkali St,Old Anarkali,54010,+92-300-6079496,Pakistani,2024-06-29,No Action Needed,Not Critical,95,A,2024-07-13,2024-07-28,Complaint-Based,31.451824,74.231663,Lahore,Active,Salt'n Pepper,Old Anarkali,Pakistani,95,Excellent,Storage organized; recommend improved handwashing.,True
30000095,Burger King,Lahore,439,Walton Rd,Walton Road,54040,+92-333-7553588,Cafe,2022-05-09,Warning Issued,Not Critical,77,B,2022-05-29,2022-06-14,Complaint-Based,31.541896,74.371733,Lahore,Active,Burger King,Walton Road,Cafe,77,Good,Some utensils dirty; advised deep clean.,True
30000096,Pizza Hut,Lahore,143,Market Rd,Samanabad,54760,+92-42-2255486,Pizza,2024-09-17,Re-inspection Required,Not Critical,82,B,2024-10-05,2024-11-01,Complaint-Based,31.475884,74.264815,Lahore,Active,Pizza Hut,Samanabad,Pizza,82,Good,Pests not observed but sanitation needs work.,True
30000097,Subway,Lahore,179,Market Rd,Saddar,54000,+92-304-1753785,Pakistani,2022-11-22,No Action Needed,Not Critical,85,A,2022-12-07,2023-01-04,Enforcement Raid,31.514732,74.246307,Lahore,Active,Subway,Saddar,Pakistani,85,Excellent,Clean premises; food handlers wearing gloves.,True
30000098,Tim Hortons Johar,Lahore,54,Main Blvd,Johar Town,54782,+92-42-8158483,Cafe,2022-05-12,No Action Needed,Not Critical,94,A,2022-05-13,2022-05-16,Enforcement Raid,31.60267,74.321307,Lahore,Active,Tim Hortons Johar,Johar Town,Cafe,94,Excellent,Kitchen hygiene satisfactory.,True
30000099,Tim Hortons Township,Lahore,473,Central Ave,Township,54790,+92-328-7335562,Cafe,2022-09-30,Fine Imposed,Critical,48,D,2022-10-06,2022-10-16,Enforcement Raid,31.537503,74.257218,Lahore,Closed,Tim Hortons Township,Township,Cafe,48,Poor,Expired items found; immediate action required.,True
30000100,Salt'n Pepper,Lahore,380,Service Rd,DHA Phase 3,54810,+92-312-2443147,Continental,2022-02-19,Re-inspection Required,Not Critical,70,B,2022-02-25,2022-02-21,Follow-up,31.628658,74.271912,Lahore,Active,Salt'n Pepper,DHA Phase 3,Continental,70,Good,Packaging labels missing; hygiene average.,True
30000101,Monal,Lahore,291,Model Town Rd,Model Town,54700,+92-333-9324443,Pizza,2023-03-01,Re-inspection Required,Not Critical,67,C,2023-03-12,2023-03-23,Follow-up,31.610319,74.287776,Lahore,Active,Monal,Model Town,Pizza,67,Average,Expired items found; immediate action required.,True
30000102,KFC Gaddafi,Lahore,448,Canal Bank Rd,Gaddafi Stadium,54780,+92-333-6003418,Fast Food,2022-07-26,No Action Needed,Not Critical,93,A,2022-08-14,2022-08-29,Complaint-Based,31.454508,74.364266,Lahore,Active,KFC Gaddafi,Gaddafi Stadium,Fast Food,93,Excellent,Minor record-keeping issues; overall good.,True
30000103,OPTP Liberty,Lahore,473,Main Blvd,Liberty Market,54060,+92-304-3648501,Burgers,2022-06-03,Warning Issued,Not Critical,78,B,2022-06-15,2022-07-12,Routine Inspection,31.559188,74.378362,Lahore,Active,OPTP Liberty,Liberty Market,Burgers,78,Good,Pests not observed but sanitation needs work.,True
30000104,OPTP,Lahore,242,Canal Bank Rd,Cavalry,54020,+92-326-5376858,Pizza,2023-11-17,Fine Imposed,Not Critical,60,C,2023-11-23,2023-12-22,Complaint-Based,31.634835,74.332667,Lahore,Active,OPTP,Cavalry,Pizza,60,Average,Storage practices need improvement.,True
30000105,Subway,Lahore,121,Fortress Stadium Rd,Fortress Stadium,54070,+92-336-1593277,Chinese,2022-05-25,Fine Imposed,Critical,49,D,2022-06-22,2022-06-29,Enforcement Raid,31.63932,74.254102,Lahore,Closed,Subway,Fortress Stadium,Chinese,49,Poor,Significant cleanliness issues; pests present.,True
30000106,Tim Hortons,Lahore,54,Main Blvd,Cavalry,54020,+92-322-8239629,Cafe,2024-09-05,No Action Needed,Not Critical,88,A,2024-09-05,2024-09-08,Routine Inspection,31.604723,74.362273,Lahore,Active,Tim Hortons,Cavalry,Cafe,88,Excellent,Storage organized; recommend improved handwashing.,True
30000107,Domino's Pizza,Lahore,312,Samanabad Rd,Samanabad,54760,+92-303-7494876,Pizza,2024-02-12,Re-inspection Required,Not Critical,66,C,2024-02-25,2024-03-18,Follow-up,31.473117,74.223599,Lahore,Active,Domino's Pizza,Samanabad,Pizza,66,Average,Unsafe storage and mold in refrigerated unit.,True
30000108,Broadway Pizza Johar,Lahore,463,Commercial Ave,Johar Town,54782,+92-327-1971778,Pizza,2023-05-03,Re-inspection Required,Not Critical,84,B,2023-05-10,2023-05-29,Routine Inspection,31.648188,74.20298,Lahore,Active,Broadway Pizza Johar,Johar Town,Pizza,84,Good,Some utensils dirty; advised deep clean.,True
30000109,Domino's Pizza Gaddafi,Lahore,417,Canal Bank Rd,Gaddafi Stadium,54780,+92-328-4029855,Pizza,2023-08-02,Passed,Not Critical,95,A,2023-08-22,2023-08-17,Complaint-Based,31.475943,74.279564,Lahore,Active,Domino's Pizza Gaddafi,Gaddafi Stadium,Pizza,95,Excellent,Kitchen hygiene satisfactory.,True
30000110,Burger King,Lahore,337,Fortress Stadium Rd,Fortress Stadium,54070,+92-334-4453773,Desi,2024-01-02,Re-inspection Required,Not Critical,73,B,2024-01-16,2024-02-16,Complaint-Based,31.638285,74.356042,Lahore,Active,Burger King,Fortress Stadium,Desi,73,Good,Chilled items slightly above recommended temp.,True
30000111,Broadway Pizza,Lahore,445,MM Alam Rd,MM Alam Road,54660,+92-317-6349565,Pizza,2024-10-28,Advisory Issued,Not Critical,95,A,2024-11-19,2024-12-06,Enforcement Raid,31.505957,74.240711,Lahore,Active,Broadway Pizza,MM Alam Road,Pizza,95,Excellent,Clean premises; food handlers wearing gloves.,True
30000112,Subway,Lahore,431,Anarkali St,Old Anarkali,54010,+92-335-4536127,Fast Food,2024-02-02,Re-inspection Required,Not Critical,72,B,2024-02-03,2024-02-17,Enforcement Raid,31.579982,74.290753,Lahore,Active,Subway,Old Anarkali,Fast Food,72,Good,Storage practices need improvement.,True
30000113,Burger King Saddar,Lahore,11,Mall Rd,Saddar,54000,+92-337-7445414,Burgers,2022-06-23,Advisory Issued,Not Critical,99,A,2022-07-08,2022-06-24,Enforcement Raid,31.526933,74.208883,Lahore,Active,Burger King Saddar,Saddar,Burgers,99,Excellent,Clean premises; food handlers wearing gloves.,True
30000114,Salt'n Pepper Model,Lahore,195,Central Ave,Model Town,54700,+92-303-6119535,Pakistani,2023-12-14,Re-inspection Required,Not Critical,59,C,2024-01-07,2024-01-04,Complaint-Based,31.612049,74.318192,Lahore,Active,Salt'n Pepper Model,Model Town,Pakistani,59,Average,Storage practices need improvement.,True
30000115,Tim Hortons,Lahore,175,Canal Bank Rd,Model Town,54700,+92-42-2069401,Cafe,2022-08-12,Warning Issued,Not Critical,71,B,2022-09-08,2022-09-15,Enforcement Raid,31.534767,74.343844,Lahore,Active,Tim Hortons,Model Town,Cafe,71,Good,Pests not observed but sanitation needs work.,True
30000116,Gloria Jean's DHA,Lahore,134,Commercial Ave,DHA Phase 5,54792,+92-315-3212456,Cafe,2022-02-01,Advisory Issued,Not Critical,85,A,2022-02-03,2022-02-16,Complaint-Based,31.517506,74.27892,Lahore,Active,Gloria Jean's DHA,DHA Phase 5,Cafe,85,Excellent,Storage organized; recommend improved handwashing.,True
30000117,McDonald's Walton,Lahore,141,Main Blvd,Walton Road,54040,+92-338-1207016,Fast Food,2023-09-21,Warning Issued,Not Critical,65,C,2023-10-18,2023-10-02,Enforcement Raid,31.542545,74.287982,Lahore,Active,McDonald's Walton,Walton Road,Fast Food,65,Average,Contaminated oil observed; seal recommended.,True
30000118,McDonald's Cavalry,Lahore,19,Main Blvd,Cavalry,54020,+92-335-4654790,Italian,2022-04-30,Warning Issued,Not Critical,61,C,2022-05-28,2022-06-08,Complaint-Based,31.640659,74.288088,Lahore,Active,McDonald's Cavalry,Cavalry,Italian,61,Average,Pests not observed but sanitation needs work.,True
30000119,Texas Chicken MM,Lahore,393,Main Blvd,MM Alam Road,54660,+92-42-3245550,Fast Food,2023-04-11,Re-inspection Required,Not Critical,62,C,2023-05-01,2023-04-14,Follow-up,31.472889,74.2077,Lahore,Active,Texas Chicken MM,MM Alam Road,Fast Food,62,Average,No medical certificates for staff; poor hygiene.,True
30000120,KFC Garden,Lahore,441,Model Town Rd,Garden Town,54750,+92-314-2020270,Fast Food,2023-06-15,Fine Imposed,Critical,30,D,2023-07-02,2023-07-30,Routine Inspection,31.570116,74.269946,Lahore,Under Investigation,KFC Garden,Garden Town,Fast Food,30,Poor,Significant cleanliness issues; pests present.,True
30000121,Broadway Pizza Model,Lahore,260,Model Town Rd,Model Town,54700,+92-315-4423255,Pizza,2023-10-30,Warning Issued,Not Critical,73,B,2023-11-01,2023-12-10,Enforcement Raid,31.625171,74.228616,Lahore,Active,Broadway Pizza Model,Model Town,Pizza,73,Good,Chilled items slightly above recommended temp.,True
30000122,Salt'n Pepper,Lahore,311,Main Blvd,Liberty Market,54060,+92-42-7397795,Desi,2023-08-26,Warning Issued,Not Critical,62,C,2023-08-27,2023-09-13,Follow-up,31.632375,74.205107,Lahore,Active,Salt'n Pepper,Liberty Market,Desi,62,Average,Unsafe storage and mold in refrigerated unit.,True
30000123,Monal,Lahore,109,Market Rd,Samanabad,54760,+92-42-7466986,Continental,2022-03-08,Warning Issued,Not Critical,62,C,2022-04-01,2022-04-18,Routine Inspection,31.641036,74.391725,Lahore,Active,Monal,Samanabad,Continental,62,Average,Packaging labels missing; hygiene average.,True
30000124,Domino's Pizza Cavalry,Lahore,290,Main Blvd,Cavalry,54020,+92-307-9854283,Pizza,2022-04-16,Warning Issued,Not Critical,70,B,2022-04-26,2022-05-03,Follow-up,31.617202,74.258613,Lahore,Active,Domino's Pizza Cavalry,Cavalry,Pizza,70,Good,Some utensils dirty; advised deep clean.,True
30000125,Pizza Hut Lahore,Lahore,169,Main Blvd,Lahore Cantt,54770,+92-320-2936374,Pizza,2023-05-09,Advisory Issued,Not Critical,89,A,2023-05-20,2023-05-14,Complaint-Based,31.562091,74.215289,Lahore,Active,Pizza Hut Lahore,Lahore Cantt,Pizza,89,Excellent,Minor record-keeping issues; overall good.,True
30000126,Salt'n Pepper Raiwind,Lahore,335,Raiwind Rd,Raiwind Road,54650,+92-326-4854788,Continental,2022-09-14,Closure Recommended,Critical,37,D,2022-10-03,2022-09-30,Complaint-Based,31.518314,74.223593,Lahore,Closed,Salt'n Pepper Raiwind,Raiwind Road,Continental,37,Poor,No medical certificates for staff; poor hygiene.,True
30000127,OPTP Packages,Lahore,216,DHA Main Blvd,Packages Mall,54780,+92-312-4018484,Desi,2022-02-01,Warning Issued,Not Critical,81,B,2022-02-25,2022-03-08,Enforcement Raid,31.598571,74.22528,Lahore,Active,OPTP Packages,Packages Mall,Desi,81,Good,Storage practices need improvement.,True
30000128,Papa John's,Lahore,427,Mall Rd,Saddar,54000,+92-304-3220930,Pizza,2024-11-20,Warning Issued,Not Critical,74,B,2024-12-18,2024-12-17,Complaint-Based,31.475491,74.339386,Lahore,Active,Papa John's,Saddar,Pizza,74,Good,Some utensils dirty; advised deep clean.,True
30000129,Subway,Lahore,365,DHA Main Blvd,DHA Phase 3,54810,+92-321-2808110,Pakistani,2022-06-01,Warning Issued,Not Critical,65,C,2022-06-30,2022-06-27,Enforcement Raid,31.598139,74.287138,Lahore,Active,Subway,DHA Phase 3,Pakistani,65,Average,Contaminated oil observed; seal recommended.,True
30000130,Broadway Pizza,Lahore,359,Samanabad Rd,Samanabad,54760,+92-337-9545877,Pizza,2022-06-21,Warning Issued,Not Critical,75,B,2022-07-12,2022-08-01,Enforcement Raid,31.525875,74.287717,Lahore,Active,Broadway Pizza,Samanabad,Pizza,75,Good,Pests not observed but sanitation needs work.,True
30000131,Broadway Pizza MM,Lahore,370,Main Blvd,MM Alam Road,54660,+92-42-2736799,Pizza,2023-04-21,Re-inspection Required,Not Critical,80,B,2023-05-09,2023-05-24,Enforcement Raid,31.507051,74.276814,Lahore,Active,Broadway Pizza MM,MM Alam Road,Pizza,80,Good,Some utensils dirty; advised deep clean.,True
30000132,Papa John's,Lahore,489,Cantt Rd,Lahore Cantt,54770,+92-313-8223223,Pizza,2024-11-29,Passed,Not Critical,89,A,2024-12-09,2024-12-05,Complaint-Based,31.506958,74.22371,Lahore,Active,Papa John's,Lahore Cantt,Pizza,89,Excellent,Minor record-keeping issues; overall good.,True
30000133,Gloria Jean's,Lahore,250,Canal Bank Rd,Cavalry,54020,+92-42-5950982,Cafe,2023-06-16,Fine Imposed,Not Critical,54,C,2023-07-15,2023-06-30,Complaint-Based,31.478201,74.241369,Lahore,Active,Gloria Jean's,Cavalry,Cafe,54,Average,No medical certificates for staff; poor hygiene.,True
30000134,Hardee's Lahore,Lahore,387,Cantt Rd,Lahore Cantt,54770,+92-302-4273782,Pakistani,2024-09-27,Warning Issued,Not Critical,60,C,2024-10-03,2024-10-15,Enforcement Raid,31.596418,74.304179,Lahore,Active,Hardee's Lahore,Lahore Cantt,Pakistani,60,Average,Contaminated oil observed; seal recommended.,True
30000135,Hardee's Johar,Lahore,152,Main Blvd,Johar Town,54782,+92-307-8455879,Italian,2024-10-07,No Action Needed,Not Critical,88,A,2024-10-15,2024-11-18,Routine Inspection,31.643688,74.360728,Lahore,Active,Hardee's Johar,Johar Town,Italian,88,Excellent,Clean premises; food handlers wearing gloves.,True
30000136,Subway Liberty,Lahore,373,Main Blvd,Liberty Market,54060,+92-321-5632324,Desi,2024-11-16,Re-inspection Required,Not Critical,61,C,2024-12-08,2024-12-06,Routine Inspection,31.536676,74.386474,Lahore,Active,Subway Liberty,Liberty Market,Desi,61,Average,No medical certificates for staff; poor hygiene.,True
30000137,KFC,Lahore,163,Central Ave,DHA Phase 3,54810,+92-302-1133724,Fast Food,2023-05-19,No Action Needed,Not Critical,96,A,2023-06-09,2023-05-31,Complaint-Based,31.544023,74.296901,Lahore,Active,KFC,DHA Phase 3,Fast Food,96,Excellent,Clean premises; food handlers wearing gloves.,True
30000138,Tim Hortons,Lahore,376,Temple Rd,Old Anarkali,54010,+92-305-9662181,Cafe,2023-03-15,Advisory Issued,Not Critical,91,A,2023-04-01,2023-04-23,Follow-up,31.591998,74.207763,Lahore,Active,Tim Hortons,Old Anarkali,Cafe,91,Excellent,Minor record-keeping issues; overall good.,True
30000139,Salt'n Pepper Ferozepur,Lahore,315,Ferozepur Rd,Ferozepur Road,54770,+92-330-9899661,BBQ,2023-09-07,Warning Issued,Not Critical,74,B,2023-09-28,2023-10-08,Enforcement Raid,31.609349,74.278442,Lahore,Active,Salt'n Pepper Ferozepur,Ferozepur Road,BBQ,74,Good,Chilled items slightly above recommended temp.,True
30000140,Pizza Hut Cavalry,Lahore,279,Main Blvd,Cavalry,54020,+92-307-5819613,Pizza,2024-05-09,Sealed,Critical,40,D,2024-05-12,2024-05-20,Enforcement Raid,31.641263,74.332123,Lahore,Under Investigation,Pizza Hut Cavalry,Cavalry,Pizza,40,Poor,Contaminated oil observed; seal recommended.,True
30000141,Salt'n Pepper MM,Lahore,357,MM Alam Rd,MM Alam Road,54660,+92-330-9206984,Continental,2024-04-23,Warning Issued,Not Critical,60,C,2024-05-01,2024-05-25,Follow-up,31.627962,74.356566,Lahore,Active,Salt'n Pepper MM,MM Alam Road,Continental,60,Average,Storage practices need improvement.,True
30000142,Papa John's,Lahore,288,Temple Rd,Old Anarkali,54010,+92-326-7566239,Pizza,2024-06-24,Re-inspection Required,Not Critical,79,B,2024-07-02,2024-07-25,Follow-up,31.517968,74.363705,Lahore,Active,Papa John's,Old Anarkali,Pizza,79,Good,Chilled items slightly above recommended temp.,True
30000143,Dunkin' Donuts Shahdara,Lahore,230,Shahdara Rd,Shahdara,54050,+92-310-9992807,Cafe,2023-02-27,Re-inspection Required,Not Critical,61,C,2023-03-18,2023-03-20,Follow-up,31.570992,74.203984,Lahore,Active,Dunkin' Donuts Shahdara,Shahdara,Cafe,61,Average,Storage practices need improvement.,True
30000144,KFC,Lahore,411,Mall Rd,Saddar,54000,+92-321-6917334,Fast Food,2022-05-10,Fine Imposed,Not Critical,68,C,2022-05-21,2022-06-13,Follow-up,31.647043,74.36763,Lahore,Active,KFC,Saddar,Fast Food,68,Average,Expired items found; immediate action required.,True
30000145,Dunkin' Donuts Model,Lahore,441,Model Town Rd,Model Town,54700,+92-310-7272664,Cafe,2023-11-10,Re-inspection Required,Not Critical,83,B,2023-12-10,2023-11-10,Routine Inspection,31.619096,74.351024,Lahore,Active,Dunkin' Donuts Model,Model Town,Cafe,83,Good,Pests not observed but sanitation needs work.,True
30000146,Gloria Jean's,Lahore,53,Mall Rd,Fortress Stadium,54070,+92-302-3633108,Cafe,2023-08-03,Re-inspection Required,Not Critical,78,B,2023-08-04,2023-08-20,Routine Inspection,31.612599,74.275571,Lahore,Active,Gloria Jean's,Fortress Stadium,Cafe,78,Good,Packaging labels missing; hygiene average.,True
30000147,Hardee's Raiwind,Lahore,68,Raiwind Rd,Raiwind Road,54650,+92-332-7968920,Pakistani,2022-01-31,Re-inspection Required,Not Critical,68,C,2022-03-01,2022-02-09,Routine Inspection,31.597175,74.358524,Lahore,Active,Hardee's Raiwind,Raiwind Road,Pakistani,68,Average,Packaging labels missing; hygiene average.,True
30000148,KFC Shadman,Lahore,426,Market Rd,Shadman,54030,+92-327-9595901,Fast Food,2022-02-17,Re-inspection Required,Not Critical,82,B,2022-02-20,2022-03-05,Enforcement Raid,31.525316,74.285907,Lahore,Active,KFC Shadman,Shadman,Fast Food,82,Good,Some utensils dirty; advised deep clean.,True
30000149,Hardee's Township,Lahore,496,Central Ave,Township,54790,+92-334-9499228,Pizza,2024-02-23,Passed,Not Critical,97,A,2024-03-06,2024-03-17,Routine Inspection,31.540454,74.315576,Lahore,Active,Hardee's Township,Township,Pizza,97,Excellent,Kitchen hygiene satisfactory.,True
